Date	First_Difference	Second_Difference
2024-01-09	0.00363268628082292	0.00111024037324992
2024-01-10	0.0031427921283198	-0.000489894152503112
2024-01-11	0.0029671790359842	-0.000175613092335603
2024-01-12	2.75254610526687e-05	-0.00293965357493153
2024-01-15	0.00240055649210014	0.00237303103104747
2024-01-16	-0.000335806109458936	-0.00273636260155907
2024-01-17	0.00156135263668578	0.00189715874614471
2024-01-18	0.0022214856847711	0.000660133048085321
2024-01-19	-0.00277451079915991	-0.00499599648393101
2024-01-22	-0.000600131897305012	0.0021743789018549
2024-01-23	0.00688792415994843	0.00748805605725344
2024-01-24	-0.00727801583643739	-0.0141659399963858
2024-01-25	0.00381635262057589	0.0110943684570133
2024-01-26	-0.00112874624716586	-0.00494509886774175
2024-01-29	0.000489238322969321	0.00161798457013518
2024-01-30	0.000350286999379001	-0.000138951323590319
2024-01-31	-1.55518818560907e-05	-0.000365838881235092
2024-02-01	-0.000490319314714327	-0.000474767432858236
2024-02-02	-0.000620087878100861	-0.000129768563386534
2024-02-05	-0.000409867471542036	0.000210220406558825
2024-02-06	-0.000936224019137732	-0.000526356547595697
2024-02-07	-0.000199575155051868	0.000736648864085865
2024-02-08	-0.000854257439264039	-0.000654682284212171
2024-02-09	-0.000610720219208716	0.000243537220055323
2024-02-12	-0.00331801230106787	-0.00270729208185916
2024-02-13	-0.00564703922586673	-0.00232902692479886
2024-02-14	-0.012394575606069	-0.00674753638020231
2024-02-15	-0.0226061914066404	-0.0102116158005714
2024-02-16	-0.0491560507668511	-0.0265498593602107
2024-02-19	-0.0203391254165775	0.0288169253502737
2024-02-20	-0.000748958842275549	0.0195901665743019
2024-02-21	-0.000202385133997396	0.000546573708278153
2024-02-22	0.00949793114092934	0.00970031627492673
2024-02-23	-0.000593327889347073	-0.0100912590302764
2024-02-26	-0.00143029093878155	-0.00083696304943448
2024-02-27	0.00210894581263066	0.00353923675141221
2024-02-28	-0.0037069820365101	-0.00581592784914076
2024-02-29	-0.000243721390056351	0.00346326064645375
2024-03-01	-0.00049389201487493	-0.00025017062481858
2024-03-04	0.00239960140363404	0.00289349341850897
2024-03-05	-0.000263479790922005	-0.00266308119455605
2024-03-06	-0.00695196793474206	-0.00668848814382006
2024-03-07	-0.00531415035910587	0.00163781757563619
2024-03-08	0.00512229376082107	0.0104364441199269
2024-03-11	-0.0167044207315463	-0.0218267144923674
2024-03-12	-0.00674319771447429	0.00996122301707203
2024-03-13	-0.00496528240177962	0.00177791531269467
2024-03-14	-0.00946097286680647	-0.00449569046502685
2024-03-15	-0.0172172048730772	-0.00775623200627074
2024-03-18	-0.00417230641231825	0.013044898460759
2024-03-19	-0.00438455120803205	-0.000212244795713801
2024-03-20	-0.00544783079226541	-0.00106327958423336
2024-03-21	-0.00150487422827972	0.00394295656398569
2024-03-22	-0.00108951761844267	0.000415356609837048
2024-03-25	-0.0018682494610287	-0.000778731842586033
2024-03-26	-0.00185664369082605	1.16057702026495e-05
2024-03-27	-0.0028092401960631	-0.000952596505237047
2024-03-28	-0.00194044562264395	0.000868794573419152
2024-04-02	-0.00181955340536	0.000120892217283952
2024-04-03	-0.000545143315099139	0.00127441009026086
2024-04-04	-0.0024495865581402	-0.00190444324304107
2024-04-05	-0.00323162506083285	-0.00078203850269265
2024-04-08	-0.00213468335316147	0.00109694170767138
2024-04-09	-0.00188119239568252	0.000253490957478952
2024-04-11	0.00130079397460392	0.00318198637028644
2024-04-12	-0.000294544937874619	-0.00159533891247854
2024-04-15	0.000707068799948196	0.00100161373782282
2024-04-16	0.00253657514791605	0.00182950634796786
2024-04-17	0.00184879792973458	-0.000687777218181473
2024-04-18	0.00265338580315078	0.000804587873416196
2024-04-19	0.000539571985637366	-0.00211381381751341
2024-04-22	0.00268743121678483	0.00214785923114746
2024-04-23	0.00386762717249134	0.00118019595570651
2024-04-24	0.00246709223551012	-0.00140053493698122
2024-04-25	0.00403100889374386	0.00156391665823374
2024-04-26	0.00230204596613337	-0.00172896292761049
2024-04-29	-0.000972228597508007	-0.00327427456364138
2024-04-30	-0.000458332106760828	0.000513896490747179
2024-05-02	-0.000607182104605641	-0.000148849997844813
2024-05-03	-0.000853229555477952	-0.000246047450872311
2024-05-06	-0.000258515999371767	0.000594713556106186
2024-05-07	-4.96066418884666e-05	0.0002089093574833
2024-05-08	-0.00486814023608151	-0.00481853359419304
2024-05-09	-0.00867896841882487	-0.00381082818274336
2024-05-13	-0.000301752452504189	0.00837721596632068
2024-05-14	-0.00331994794852797	-0.00301819549602378
2024-05-15	-0.00133061211329633	0.00198933583523164
2024-05-16	-0.000978237175258023	0.000352374938038302
2024-05-17	0.00192721586996747	0.00290545304522549
2024-05-20	0.0019868750556542	5.96591856867335e-05
2024-05-21	0.00158818703196406	-0.000398688023690141
2024-05-22	-0.000431505388696074	-0.00201969242066014
2024-05-23	0.00166933435692851	0.00210083974562458
2024-05-24	0.00278768657874462	0.00111835222181611
2024-05-27	0.00231273235137142	-0.000474954227373203
2024-05-28	0.00288228119680589	0.000569548845434475
2024-05-29	0.00226760887918864	-0.000614672317617249
2024-05-30	-0.00637155954963742	-0.00863916842882606
2024-05-31	-0.012489131377583	-0.00611757182794559
2024-06-03	0.00184421644325639	0.0143333478208394
2024-06-04	0.00203741454442241	0.000193198101166026
2024-06-05	0.00224621675840897	0.000208802213986559
2024-06-06	-0.0024259792505692	-0.00467219600897817
2024-06-07	-0.00516185401668867	-0.00273587476611947
2024-06-10	-0.00499000223291901	0.000171851783769661
2024-06-11	0.00194330206996263	0.00693330430288164
2024-06-12	-0.00319528334474573	-0.00513858541470835
2024-06-13	-0.00598456328309993	-0.00278927993835421
2024-06-14	0.00152223665128037	0.0075067999343803
2024-06-18	0.000907416403992833	-0.00061482024728754
2024-06-19	6.60041660518473e-05	-0.000841412237940986
2024-06-20	-0.00102238853140602	-0.00108839269745786
2024-06-21	-0.000767477947410278	0.000254910583995738
2024-06-24	0.000643881476515951	0.00141135942392623
2024-06-25	0.000485747215046572	-0.000158134261469378
2024-06-26	0.000499490615417209	1.3743400370636e-05
2024-06-27	0.00299636147923898	0.00249687086382178
2024-06-28	0.00291715695740979	-7.92045218291904e-05
2024-07-01	-3.24261975910289e-05	-0.00294958315500082
2024-07-02	-0.00484329159999941	-0.00481086540240838
